address,point,timestamp
0x5c35e19466440f7f11a84d7508974ddc277262fc,1060824.0388754145,1724540400
0xecbf6e57d9430b8f79927e6109183846fab55d25,762031.6647829593,1724540400
0x4a0e94aec48b7ab1d282e7e842c8fc3c67af5cbd,226116.96348674793,1724540400
0x990c6b162f71aaee6dc08ac024a78607a95e49dd,81698.11310833428,1724540400
0x62428274f07d2aa73ea3999c6e685bf5739c1311,49106.09822226917,1724540400
0x1a91bc55fbca057581fe7ccae0f89111e704ed00,46923.0503019824,1724540400
0xf916719c7251e109cf3d1a977b6cad198b630c32,46257.28586912096,1724540400
0x38148ecc2078da7f65e6233dda28efaf4c51e96f,37969.41387347745,1724540400
0x2e32935bfd5b2718f99bc8fdf8b37c16811f7d97,34420.22335093095,1724540400
0x13621c86d0463772e85c51085dcfe7444c67c54f,33356.891836461204,1724540400
0xc441eb1f41b06826db885e81486b086294a925fd,29556.807014663933,1724540400
0xd36aac0c9676e984d72823fb662ce94d3ab5e551,27061.25619516363,1724540400
0x504db0a01caf27fa108e0245f12af3504642148d,25598.527229303065,1724540400
0x086bd168c49ffee2cbeda605828e5a72a25202ee,25130.55033317007,1724540400
0x687b50a70d33d71f9a82dd330b8c091e4d772508,24525.2198074723,1724540400
0x8950d9117c136b29a9b1ae8cd38db72226404243,23230.27154592117,1724540400
0x4e99b2991ab8306833fe403468dc44515694f638,18350.281735127093,1724540400
0xb44373deb287e83ba5fd8909f4076c9b9ccf0ec4,17716.743332094808,1724540400
0x4e5d9a44c2201d4b2ebd8870730672256af84fdc,16919.888160464317,1724540400
0xff2ca5419e4fa8d5794228aa7861bae29f9d510d,16415.96792563431,1724540400
0xf5445c0e1b54ce6f6be135ccbef3fb0d77c6241b,15366.407583923914,1724540400
0x27d5d24a9ebeb845619d9ef0a4b5a004d6c55d4b,14816.373009760702,1724540400
0xd243f875c1f11b2213ce2647ed234f51fc9e02a0,14567.183336035376,1724540400
0xc0c173dbacebfc300b397b1ebc17c352eb6163ad,14166.930664297437,1724540400
0x18e9ddd34068def0e07c28f3e762a07fd1894c26,13712.821303180082,1724540400
0xc57d0fb560c9207c4f1390f936eb36ed584337a8,12282.766094343797,1724540400
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,12164.934259845317,1724540400
0xd1ba709e2a437aa2b8cf719cfb8e2a812536c735,12124.741287899058,1724540400
0x6692248492dfd63bc88c513526fcd9e7189ba1f5,11853.842725106779,1724540400
0x43c845c2ef3cdaef5e0ba40cac7437384bce4a3d,11343.770841976186,1724540400
0xf7047390c8d03b51280f07524497c020dcfde3c2,11168.074017188643,1724540400
0x7de3edc8fe47f8a2ac06e3d8d1ba35385946f162,11007.054952251317,1724540400
0x2b8eadf2e5e6611b14b533252b25b270be5e3c60,10439.72142133584,1724540400
0x862b7ee6df9f70cb4b0f13bd9ec4ccc3758eb1a9,9943.016069722064,1724540400
0xadeeb9d09b8bcee10943198fb6f6a4229bab3675,9821.601645694269,1724540400
0xb10c016fc0cda6c39164bc774059bbccb1e20db9,9446.840429856224,1724540400
0x367e6a73a56b338f0e79c061407458f40f79264e,9409.591675761207,1724540400
0x69d089132184f5e8c4b1af4382f6d19f8261a834,9408.316769121131,1724540400
0xcb4669ac848a1fa4568daa13cfe2d4a69fcc04a7,9232.709428647502,1724540400
0x73507882210cb04554fb8c64dd6e1a24bfd34cdf,9137.394799703836,1724540400
0x102cb4da51a9936ba2297be8c930b4ca658586da,9122.682343607572,1724540400
