address,point,timestamp
0x1a900b5df58d5c4cc63088687a0194237228b7ad,3226.507145020108,1716332400
0x3ce759833654d46ff7879879cb3bd71db062344e,1585.4049229444804,1716332400
0x9d198e5836a590f734c2fe798146bc7d6c3e44f3,1363.2507329537345,1716332400
0xbe57661ebf991c854557a0c906c70c5ee5a06864,969.2349477427164,1716332400
0x9f075b383bf424266110b3b6972de92dbb74c390,768.0777468357012,1716332400
0xd0decc3a5720ee65d7714ffd82035c3fd0c7785b,740.3596403010004,1716332400
0xc07574e7f26fc4f15dfef68e7df6f027103123e6,701.999360806102,1716332400
0xe65359bc9f4bc09f2aad3f660a64d69eac7174cc,687.1440089683542,1716332400
0x5869f62c5544deb90b23a1f441d03e076db60829,673.3868976078163,1716332400
0x6b66003996bcdca11be528394981cd529406cc6e,642.0959362115298,1716332400
0xb626c0322ccd2cb5d17ab1b9191b858afd7b4a36,627.1229786814584,1716332400
0xd89fbf044f0dd0a87b488f6a662851503b6dfb8b,589.6753455362922,1716332400
0xe15b3bff03dcc3145aa226b5226c527e5c9aef9c,575.5454879414608,1716332400
0xc8bb1789e7195c315bf058828cdcf2b98f9e48fa,543.3330891312845,1716332400
0xf6f7153a2a422315c5c62992ece739bff2f56243,525.0294416029204,1716332400
0x58fe501381b782e92a395ba012975039eaaae356,519.6718510919638,1716332400
0x2c82d7756ce75d004a74123c7786b2ce2c54163f,487.9292937526374,1716332400
0x5c24c259083d8a503d27f88691cd279031add034,469.8577786033033,1716332400
0x375fe3a8f7a7147b5c70b2189d1a951f293401fb,455.27011327266166,1716332400
0xd76e55d82e8687a0f2e166d8a8953137a9bca331,441.29981191240574,1716332400
0x42144b6641ff79b1dbc96e38b13f424a6a584b49,420.6153304407633,1716332400
0x2ca1fb384254af079be1092bd630b132cfbc6dde,420.0789071983402,1716332400
0x140a4208077202480434f6f985bb5bb5587b115b,417.62245586416964,1716332400
0x0022fd7397fbba84a068e3c6270b65f7d1a198a6,415.9128832304282,1716332400
0xf31afb8e750d07e44b6dccb929c77390acac9f60,413.5718812140221,1716332400
0xfe3208e3a62222c1fd777a30ee3817bfd3ec58ff,406.75575101529057,1716332400
0x67cf625c2bc2806b6db0d67d290afc315fa5118d,395.2517226238809,1716332400
0x213dc3a58a6ecea595318934b5cdded70115a43b,394.04825286762656,1716332400
0x74d569af8b60d6ba4fce3df305b6bf7f66a52ed8,390.1827444829463,1716332400
0x1c87a6a943e83a84747d428fa2bcbd031ff2bf20,389.06748332548017,1716332400
0xe5dec95e016d3394e2cb2ddb93b1aab9b5a8905e,388.5139126776211,1716332400
0x688758b26bf5d6c08f5a22d976dbdb2f6f186200,383.97442181945365,1716332400
0x7e4371ca3fecc8ee1edefd9c7bb9d65405a9d88d,376.5212971421665,1716332400
0xd60351063e0079587e83af4c0ebe6315ced1135f,368.779640051917,1716332400
0xe3cef82e46a6c603da62ccf8a6ce4887f5ba338d,367.03793971088277,1716332400
0x7138b182c3207ab162873500c8cd73276d69bcf1,364.53832216743837,1716332400
0xeab70258e04c455bd44e0b6a7b6b1632b3eb157f,364.18059592559877,1716332400
0x78686070051ba6afa22ecde610f7e2584a63d01c,362.2687786967424,1716332400
0xc19626d8b23f3a5a46f6744ff44faea3a1a74d18,359.46173075515253,1716332400
0xc41fa364f8a5091fc70bf5041923667c5b2f3107,354.90768038085264,1716332400
0x089ce3804101425a1b309bd4adb2c82dd485bac4,353.3889801884628,1716332400
0x4975c1147f8f2168adfc860ca2cb90bc53eba313,351.62030768906106,1716332400
0xfd1674e1e156e4122e473d15d7e3c758cef05219,350.5732686840019,1716332400
0xa190f42888e46c36ec4c2e54b2d6d8f82d29c823,347.3351771980014,1716332400
0x5e91fe74e642fde7d4c77c546ca9ab7d9ec64857,347.1562488039037,1716332400
0xeb6d6bf918b51284bf4168416a050dc8b0127216,346.5306827752291,1716332400
0x40b4c411bccd4f47b9a926d9e412ae38e53725a9,345.4637728434372,1716332400
0x7760c49b037b976d974182b89f686068f60b8356,337.7543565324333,1716332400
0x4efd8eeb988edc8e3fbc060749db8268bc0243af,332.956111518256,1716332400
0xea7e7104e64bc7b2dc78bf30e13802c82143e51e,330.205693906429,1716332400
0x174acbc02ac4d76f5c30abcc574fb845dd30d113,321.42085218077665,1716332400
0x55ac735763852cd5d316c53d5e91315af287f0a8,321.3521924811876,1716332400
0xd60e90ad81d7a2491bfc88dced0e70383738772a,321.2600691263965,1716332400
0x5af15e9e7baa35c312be772131b9d838eb0eb63e,320.0636455126716,1716332400
0x165eccd320160a9350e704ddafbdede922bf4591,315.5355686066014,1716332400
0xe936933384657b3a652b345b13f620912f01d7bc,313.59775093651734,1716332400
0x03f0d7927ad6c812b5c853acc2e0eaa0a018d9a1,296.5088608286572,1716332400
0x182085ce8b0faddc8503d9921df6af076281a6a9,287.5806002335967,1716332400
0xe7e009949175e1f292857869a9b02934547c0fdb,286.3540862317352,1716332400
0xe3598fcd45d36b3c13e7a5a2963f5403fe58d413,283.5918467204845,1716332400
0x593dafca38e2df8a7738248c29423138fd2ece30,279.2461080130149,1716332400
0x99d3c9d4f0a9036050ee140024a57e14a253736d,276.31755878127785,1716332400
0xe6e69df9aa766570a764640905670e916fc0852f,274.50716103724386,1716332400
0x923a724e859f86c8b83682b53d47aab1d6ac698f,273.79085419210145,1716332400
0x8518c2524dd816afb1858edb1e5698a8279a94db,272.544483292911,1716332400
0x6e0713482e6cecf99cbcf0f654c5f599b0649d40,271.920256326504,1716332400
0x92a891a05de87c77564bb8c69a2e1ce1935a06c0,268.221219143444,1716332400
0x779d41fe560642aac1665677467371835679e181,264.94783356596497,1716332400
0x1de5eecbcbc0142010d8d931d3bf703e01bb6404,255.74604026268284,1716332400
0x8932eb23bad9bddb5cf81426f78279a53c6c3b71,253.45636967046,1716332400
0xb327df4415ae7cb806687ba082478b3e3a73afa5,252.47840073659853,1716332400
0xa85a8ff9803f76d5a1eb4ff1e9e8dada540d9f9a,251.2057532980203,1716332400
0xd219c8ea20599fa281068de7a7216e8ae70af2b2,250.15014710186708,1716332400
0x591b508155d92b9a9c888c30694721a838f0166f,249.59324767316022,1716332400
0x12637bdcd0dd706cb93da763ee35f7dce2100a0c,248.99419219947816,1716332400
